tgl,namabarang,satuan,qty,hargajual,barcode,kategori,month_yr,month,year
07:15.6,DOLPIN GARAM 1000GR*12,PCS,1,12600,11747234207,Bumbu Dapur (Seasoning),56,8,2021
28:16.1,SOS P.LANTAI ORANGE 750ML REFF,PCS,1,9750,55500130221,Perawatan Rumah (House Care),56,8,2021
00:58.4,DOLPIN GARAM 1000GR*12,PCS,1,12600,11747234207,Bumbu Dapur (Seasoning),57,9,2021
02:16.1,DOLPIN GARAM 1000GR*12,PCS,1,12600,11747234207,Bumbu Dapur (Seasoning),57,9,2021
55:00.4,DOLPIN GARAM 1000GR*12,PCS,1,12600,11747234207,Bumbu Dapur (Seasoning),57,9,2021
52:26.9,SOS P.LANTAI ORANGE 750ML REFF,PCS,1,9750,55500130221,Perawatan Rumah (House Care),57,9,2021
53:52.9,SOS P.LANTAI ORANGE 750ML REFF,PCS,1,9750,55500130221,Perawatan Rumah (House Care),57,9,2021
39:54.1,DOLPIN GARAM 1000GR*12,PCS,1,12600,11747234207,Bumbu Dapur (Seasoning),57,9,2021
53:42.6,DOLPIN GARAM 1000GR*12,PCS,1,12600,11747234207,Bumbu Dapur (Seasoning),57,9,2021
54:16.5,DOLPIN GARAM 1000GR*12,PCS,1,12600,11747234207,Bumbu Dapur (Seasoning),57,9,2021
43:06.1,DOLPIN GARAM 1000GR*12,PCS,1,12600,11747234207,Bumbu Dapur (Seasoning),57,9,2021
18:46.7,SOS P.LANTAI ORANGE 750ML REFF,PCS,1,9750,55500130221,Perawatan Rumah (House Care),57,9,2021
45:48.3,SOS P.LANTAI ORANGE 750ML REFF,PCS,1,9750,55500130221,Perawatan Rumah (House Care),57,9,2021
40:17.4,DOLPIN GARAM 1000GR*12,PCS,1,12600,11747234207,Bumbu Dapur (Seasoning),57,9,2021
27:32.8,SOS P.LANTAI ORANGE 750ML REFF,PCS,1,9750,55500130221,Perawatan Rumah (House Care),57,9,2021
58:48.2,DOLPIN GARAM 1000GR*12,PCS,1,12600,11747234207,Bumbu Dapur (Seasoning),57,9,2021
02:47.3,DOLPIN GARAM 1000GR*12,PCS,2,12600,11747234207,Bumbu Dapur (Seasoning),57,9,2021
39:46.6,SOS P.LANTAI ORANGE 750ML REFF,PCS,1,9750,55500130221,Perawatan Rumah (House Care),57,9,2021
23:29.7,SOS P.LANTAI ORANGE 750ML REFF,PCS,1,9750,55500130221,Perawatan Rumah (House Care),57,9,2021
55:07.1,DOLPIN GARAM 1000GR*12,PCS,1,12600,11747234207,Bumbu Dapur (Seasoning),57,9,2021
22:56.7,SOS P.LANTAI ORANGE 750ML REFF,PCS,2,9750,55500130221,Perawatan Rumah (House Care),57,9,2021
10:10.6,SOS P.LANTAI ORANGE 750ML REFF,PCS,1,9750,55500130221,Perawatan Rumah (House Care),57,9,2021
00:31.5,DOLPIN GARAM 1000GR*12,PCS,1,12600,11747234207,Bumbu Dapur (Seasoning),57,9,2021
13:29.3,SOS P.LANTAI ORANGE 750ML REFF,PCS,2,9750,55500130221,Perawatan Rumah (House Care),57,9,2021
20:37.3,DOLPIN GARAM 1000GR*12,PCS,2,12600,11747234207,Bumbu Dapur (Seasoning),57,9,2021
49:44.5,SOS P.LANTAI ORANGE 750ML REFF,PCS,1,9750,55500130221,Perawatan Rumah (House Care),57,9,2021
28:51.8,DOLPIN GARAM 1000GR*12,PCS,1,12600,11747234207,Bumbu Dapur (Seasoning),57,9,2021
51:48.5,SOS P.LANTAI ORANGE 750ML REFF,PCS,1,9750,55500130221,Perawatan Rumah (House Care),58,10,2021
51:12.9,DOLPIN GARAM 1000GR*12,PCS,1,12600,11747234207,Bumbu Dapur (Seasoning),58,10,2021
30:20.3,DOLPIN GARAM 1000GR*12,PCS,1,12600,11747234207,Bumbu Dapur (Seasoning),58,10,2021
01:33.3,DOLPIN GARAM 1000GR*12,PCS,1,12600,11747234207,Bumbu Dapur (Seasoning),58,10,2021
53:01.4,DOLPIN GARAM 1000GR*12,PCS,1,12600,11747234207,Bumbu Dapur (Seasoning),58,10,2021
01:56.5,DOLPIN GARAM 1000GR*12,PCS,1,12600,11747234207,Bumbu Dapur (Seasoning),58,10,2021
57:27.7,DOLPIN GARAM 1000GR*12,PCS,1,12600,11747234207,Bumbu Dapur (Seasoning),58,10,2021
08:48.1,SOS P.LANTAI ORANGE 750ML REFF,PCS,2,9750,55500130221,Perawatan Rumah (House Care),58,10,2021
08:53.2,DOLPIN GARAM 1000GR*12,PCS,1,12600,11747234207,Bumbu Dapur (Seasoning),58,10,2021
15:44.9,DOLPIN GARAM 1000GR*12,PCS,1,12600,11747234207,Bumbu Dapur (Seasoning),58,10,2021
35:41.7,DOLPIN GARAM 1000GR*12,PCS,1,12600,11747234207,Bumbu Dapur (Seasoning),58,10,2021
49:19.2,DUA KELINCI KCG.GRG 10*750GR,PCS,1,64200,11747233057,Makanan Ringan (Snack),58,10,2021
57:21.4,DOLPIN GARAM 1000GR*12,PCS,1,12600,11747234207,Bumbu Dapur (Seasoning),58,10,2021
43:03.3,DOLPIN GARAM 1000GR*12,PCS,1,12600,11747234207,Bumbu Dapur (Seasoning),58,10,2021
31:46.2,DOLPIN GARAM 1000GR*12,PCS,1,12600,11747234207,Bumbu Dapur (Seasoning),58,10,2021
09:45.5,DOLPIN GARAM 1000GR*12,PCS,2,12600,11747234207,Bumbu Dapur (Seasoning),58,10,2021
42:17.1,DOLPIN GARAM 1000GR*12,PCS,1,12600,11747234207,Bumbu Dapur (Seasoning),58,10,2021
16:19.3,SOS P.LANTAI ORANGE 750ML REFF,PCS,2,9750,55500130221,Perawatan Rumah (House Care),58,10,2021
04:34.1,DUA KELINCI KCG.GRG 10*750GR,PCS,1,64200,11747233057,Makanan Ringan (Snack),58,10,2021
04:49.4,DOLPIN GARAM 1000GR*12,PCS,2,12600,11747234207,Bumbu Dapur (Seasoning),58,10,2021
00:53.5,DOLPIN GARAM 1000GR*12,PCS,1,12600,11747234207,Bumbu Dapur (Seasoning),58,10,2021
59:18.2,DOLPIN GARAM 1000GR*12,PCS,1,12600,11747234207,Bumbu Dapur (Seasoning),58,10,2021
53:10.6,SOS P.LANTAI ORANGE 750ML REFF,PCS,1,9750,55500130221,Perawatan Rumah (House Care),58,10,2021
54:30.7,DUA KELINCI KCG.GRG 10*750GR,PCS,1,64200,11747233057,Makanan Ringan (Snack),58,10,2021
48:45.4,SOS P.LANTAI ORANGE 750ML REFF,PCS,1,9750,55500130221,Perawatan Rumah (House Care),58,10,2021
44:59.1,DOLPIN GARAM 1000GR*12,PCS,1,12600,11747234207,Bumbu Dapur (Seasoning),58,10,2021
19:43.9,DOLPIN GARAM 1000GR*12,PCS,2,12600,11747234207,Bumbu Dapur (Seasoning),59,11,2021
53:33.0,DOLPIN GARAM 1000GR*12,PCS,1,12600,11747234207,Bumbu Dapur (Seasoning),59,11,2021
06:05.8,DOLPIN GARAM 1000GR*12,PCS,1,12600,11747234207,Bumbu Dapur (Seasoning),59,11,2021
58:59.2,SOS P.LANTAI ORANGE 750ML REFF,PCS,1,9750,55500130221,Perawatan Rumah (House Care),59,11,2021
01:37.0,DOLPIN GARAM 1000GR*12,PCS,1,12600,11747234207,Bumbu Dapur (Seasoning),59,11,2021
45:57.8,DUA KELINCI KCG.GRG 10*750GR,PCS,2,64200,11747233057,Makanan Ringan (Snack),59,11,2021
14:56.8,DOLPIN GARAM 1000GR*12,PCS,1,12600,11747234207,Bumbu Dapur (Seasoning),59,11,2021
44:32.3,SOS P.LANTAI ORANGE 750ML REFF,PCS,1,9750,55500130221,Perawatan Rumah (House Care),59,11,2021
58:22.2,DOLPIN GARAM 1000GR*12,PCS,2,12600,11747234207,Bumbu Dapur (Seasoning),59,11,2021
13:07.0,DOLPIN GARAM 1000GR*12,PCS,1,12600,11747234207,Bumbu Dapur (Seasoning),59,11,2021
52:40.9,SOS P.LANTAI ORANGE 750ML REFF,PCS,1,9750,55500130221,Perawatan Rumah (House Care),59,11,2021
06:28.7,DOLPIN GARAM 1000GR*12,PCS,1,12600,11747234207,Bumbu Dapur (Seasoning),59,11,2021
42:37.9,DOLPIN GARAM 1000GR*12,PCS,2,12600,11747234207,Bumbu Dapur (Seasoning),59,11,2021
18:55.5,DOLPIN GARAM 1000GR*12,PCS,1,12600,11747234207,Bumbu Dapur (Seasoning),59,11,2021
16:25.9,DUA KELINCI KCG.GRG 10*750GR,PCS,1,64200,11747233057,Makanan Ringan (Snack),59,11,2021
23:41.9,DOLPIN GARAM 1000GR*12,PCS,2,12600,11747234207,Bumbu Dapur (Seasoning),59,11,2021
44:52.6,DOLPIN GARAM 1000GR*12,PCS,1,12600,11747234207,Bumbu Dapur (Seasoning),59,11,2021
32:54.7,DUA KELINCI KCG.GRG 10*750GR,PCS,1,64200,11747233057,Makanan Ringan (Snack),59,11,2021
40:26.3,DOLPIN GARAM 1000GR*12,PCS,1,12600,11747234207,Bumbu Dapur (Seasoning),59,11,2021
37:37.8,DOLPIN GARAM 1000GR*12,PCS,1,12600,11747234207,Bumbu Dapur (Seasoning),59,11,2021
07:06.0,DOLPIN GARAM 1000GR*12,PCS,2,12600,11747234207,Bumbu Dapur (Seasoning),59,11,2021
30:24.8,DOLPIN GARAM 1000GR*12,PCS,1,12600,11747234207,Bumbu Dapur (Seasoning),59,11,2021
42:29.2,DOLPIN GARAM 1000GR*12,PCS,2,12600,11747234207,Bumbu Dapur (Seasoning),59,11,2021
23:15.9,DOLPIN GARAM 1000GR*12,PCS,1,12600,11747234207,Bumbu Dapur (Seasoning),59,11,2021
